session_id,timestamp,visitor_id,x1,y1,x2,y2,cx,cy,zone
20250917-143624,2025-09-17T14:36:31.579135,1,491,345,1361,1073,926,709,None
20250917-143624,2025-09-17T14:36:31.672330,1,489,345,1361,1073,925,709,None
20250917-143624,2025-09-17T14:36:31.763269,1,488,345,1361,1073,924,709,None
20250917-143624,2025-09-17T14:36:31.945763,1,488,345,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:32.039005,1,489,345,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:32.150570,1,490,345,1361,1073,925,709,None
20250917-143624,2025-09-17T14:36:32.340916,1,495,345,1360,1073,927,709,None
20250917-143624,2025-09-17T14:36:32.438877,1,492,345,1361,1073,926,709,None
20250917-143624,2025-09-17T14:36:32.530762,1,488,345,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:32.699257,1,488,345,1361,1073,924,709,None
20250917-143624,2025-09-17T14:36:32.767838,1,492,345,1361,1073,926,709,None
20250917-143624,2025-09-17T14:36:32.838937,1,489,346,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:33.110121,1,488,346,1361,1073,924,709,None
20250917-143624,2025-09-17T14:36:33.209299,1,491,346,1361,1073,926,709,None
20250917-143624,2025-09-17T14:36:33.309344,1,492,346,1361,1073,926,709,None
20250917-143624,2025-09-17T14:36:33.404407,1,497,346,1361,1073,929,709,None
20250917-143624,2025-09-17T14:36:33.507739,1,491,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:33.673200,1,496,345,1360,1073,928,709,None
20250917-143624,2025-09-17T14:36:33.768120,1,490,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:33.841174,1,490,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:33.927468,1,490,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:34.002435,1,492,345,1360,1073,926,709,None
20250917-143624,2025-09-17T14:36:34.169510,1,490,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:34.267327,1,490,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:34.336223,1,493,345,1361,1073,927,709,None
20250917-143624,2025-09-17T14:36:34.402285,1,493,345,1360,1073,926,709,None
20250917-143624,2025-09-17T14:36:34.470328,1,488,345,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:34.677130,1,492,345,1360,1073,926,709,None
20250917-143624,2025-09-17T14:36:34.781944,1,491,345,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:34.881769,1,492,345,1360,1073,926,709,None
20250917-143624,2025-09-17T14:36:34.962523,1,489,346,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:35.037997,1,492,346,1360,1073,926,709,None
20250917-143624,2025-09-17T14:36:35.218292,1,489,346,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:35.310566,1,489,346,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:35.414443,1,488,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:35.501427,1,490,346,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:35.579190,1,490,346,1358,1073,924,709,None
20250917-143624,2025-09-17T14:36:35.764571,1,485,346,1358,1073,921,709,None
20250917-143624,2025-09-17T14:36:35.838200,1,487,346,1358,1073,922,709,None
20250917-143624,2025-09-17T14:36:35.928698,1,489,346,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:36.003816,1,489,346,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:36.070943,1,490,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:36.276700,1,490,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:36.365241,1,491,344,1359,1073,925,708,None
20250917-143624,2025-09-17T14:36:36.447308,1,490,344,1359,1073,924,708,None
20250917-143624,2025-09-17T14:36:36.534461,1,495,343,1359,1073,927,708,None
20250917-143624,2025-09-17T14:36:36.602399,1,493,343,1359,1073,926,708,None
20250917-143624,2025-09-17T14:36:36.808889,1,493,343,1359,1073,926,708,None
20250917-143624,2025-09-17T14:36:36.911074,1,490,343,1359,1073,924,708,None
20250917-143624,2025-09-17T14:36:37.011137,1,491,343,1360,1073,925,708,None
20250917-143624,2025-09-17T14:36:37.108673,1,496,344,1360,1073,928,708,None
20250917-143624,2025-09-17T14:36:37.208889,1,498,343,1359,1073,928,708,None
20250917-143624,2025-09-17T14:36:37.405824,1,507,344,1358,1073,932,708,None
20250917-143624,2025-09-17T14:36:37.503520,1,487,344,1359,1073,923,708,None
20250917-143624,2025-09-17T14:36:37.570367,1,490,344,1359,1073,924,708,None
20250917-143624,2025-09-17T14:36:37.666902,1,493,344,1359,1073,926,708,None
20250917-143624,2025-09-17T14:36:37.738540,1,493,344,1358,1073,925,708,None
20250917-143624,2025-09-17T14:36:37.905096,1,493,345,1359,1073,926,709,None
20250917-143624,2025-09-17T14:36:38.004987,1,484,345,1359,1073,921,709,None
20250917-143624,2025-09-17T14:36:38.105184,1,486,345,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:38.204475,1,488,345,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:38.299819,1,486,345,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:38.500843,1,494,345,1359,1073,926,709,None
20250917-143624,2025-09-17T14:36:38.574592,1,488,345,1358,1073,923,709,None
20250917-143624,2025-09-17T14:36:38.669051,1,491,345,1359,1073,925,709,None
20250917-143624,2025-09-17T14:36:38.754485,1,488,345,1358,1073,923,709,None
20250917-143624,2025-09-17T14:36:38.840716,1,488,345,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:39.035661,1,490,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:39.140932,1,493,345,1359,1073,926,709,None
20250917-143624,2025-09-17T14:36:39.245194,1,490,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:39.337689,1,486,346,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:39.432097,1,486,346,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:39.622026,1,487,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:39.717553,1,489,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:39.815949,1,489,345,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:39.914501,1,488,346,1360,1073,924,709,None
20250917-143624,2025-09-17T14:36:40.011225,1,490,346,1359,1073,924,709,None
20250917-143624,2025-09-17T14:36:40.215605,1,492,346,1359,1073,925,709,None
20250917-143624,2025-09-17T14:36:40.315529,1,488,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:40.407180,1,485,346,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:40.573093,1,487,347,1358,1073,922,710,None
20250917-143624,2025-09-17T14:36:40.672114,1,484,347,1359,1073,921,710,None
20250917-143624,2025-09-17T14:36:40.771689,1,484,347,1359,1073,921,710,None
20250917-143624,2025-09-17T14:36:40.882289,1,487,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:40.986016,1,488,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:41.180607,1,486,347,1358,1073,922,710,None
20250917-143624,2025-09-17T14:36:41.288760,1,491,346,1360,1073,925,709,None
20250917-143624,2025-09-17T14:36:41.381796,1,487,346,1359,1073,923,709,None
20250917-143624,2025-09-17T14:36:41.478449,1,486,346,1359,1073,922,709,None
20250917-143624,2025-09-17T14:36:41.581185,1,490,346,1359,1073,924,709,None
