session_id,timestamp,visitor_id,x1,y1,x2,y2,cx,cy,zone
20250917-130544,2025-09-17T13:07:18.947686,1,641,385,1514,1072,1077,728,Sofa
20250917-130544,2025-09-17T13:07:21.720805,1,648,388,1513,1071,1080,729,Sofa
