session_id,timestamp,visitor_id,x1,y1,x2,y2,cx,cy,zone
20250917-143719,2025-09-17T14:37:29.505147,1,489,351,1360,1073,924,712,None
20250917-143719,2025-09-17T14:37:29.691335,1,488,351,1360,1073,924,712,None
20250917-143719,2025-09-17T14:37:29.761952,1,486,351,1360,1073,923,712,None
20250917-143719,2025-09-17T14:37:29.865430,1,489,351,1361,1073,925,712,None
20250917-143719,2025-09-17T14:37:29.967533,1,486,351,1360,1074,923,712,None
20250917-143719,2025-09-17T14:37:30.067345,1,486,350,1360,1074,923,712,None
20250917-143719,2025-09-17T14:37:30.269804,1,486,350,1360,1073,923,711,None
20250917-143719,2025-09-17T14:37:30.360600,1,484,350,1359,1073,921,711,None
20250917-143719,2025-09-17T14:37:30.456324,1,485,350,1359,1074,922,712,None
20250917-143719,2025-09-17T14:37:30.526204,1,487,351,1359,1074,923,712,None
20250917-143719,2025-09-17T14:37:30.608064,1,485,350,1359,1074,922,712,None
20250917-143719,2025-09-17T14:37:30.795785,1,485,350,1360,1074,922,712,None
20250917-143719,2025-09-17T14:37:30.903413,1,484,351,1360,1073,922,712,None
20250917-143719,2025-09-17T14:37:30.992387,1,485,350,1361,1074,923,712,None
20250917-143719,2025-09-17T14:37:31.059244,1,483,349,1361,1074,922,711,None
20250917-143719,2025-09-17T14:37:31.128614,1,486,350,1361,1074,923,712,None
20250917-143719,2025-09-17T14:37:31.295295,1,484,350,1361,1074,922,712,None
20250917-143719,2025-09-17T14:37:31.393597,1,485,350,1360,1073,922,711,None
20250917-143719,2025-09-17T14:37:31.464564,1,486,350,1361,1073,923,711,None
20250917-143719,2025-09-17T14:37:31.564033,1,484,351,1361,1073,922,712,None
20250917-143719,2025-09-17T14:37:31.658951,1,485,354,1361,1073,923,713,None
20250917-143719,2025-09-17T14:37:31.831202,1,486,367,1366,1073,926,720,None
20250917-143719,2025-09-17T14:37:31.928660,1,495,362,1371,1073,933,717,None
20250917-143719,2025-09-17T14:37:32.029930,1,492,366,1372,1073,932,719,None
20250917-143719,2025-09-17T14:37:32.128517,1,497,362,1373,1072,935,717,None
20250917-143719,2025-09-17T14:37:32.227639,1,492,359,1373,1072,932,715,None
20250917-143719,2025-09-17T14:37:32.470716,1,491,349,1369,1072,930,710,None
20250917-143719,2025-09-17T14:37:32.562231,1,484,347,1368,1072,926,709,None
20250917-143719,2025-09-17T14:37:32.656958,1,487,348,1368,1072,927,710,None
20250917-143719,2025-09-17T14:37:32.750145,1,484,348,1368,1072,926,710,None
20250917-143719,2025-09-17T14:37:32.829680,1,486,347,1368,1073,927,710,None
20250917-143719,2025-09-17T14:37:33.029455,1,485,347,1367,1073,926,710,None
20250917-143719,2025-09-17T14:37:33.128698,1,492,348,1367,1073,929,710,None
20250917-143719,2025-09-17T14:37:33.228085,1,491,347,1368,1073,929,710,None
20250917-143719,2025-09-17T14:37:33.329978,1,484,347,1368,1073,926,710,None
20250917-143719,2025-09-17T14:37:33.424789,1,487,347,1367,1073,927,710,None
20250917-143719,2025-09-17T14:37:33.627104,1,493,345,1367,1073,930,709,None
20250917-143719,2025-09-17T14:37:33.695381,1,488,347,1368,1073,928,710,None
20250917-143719,2025-09-17T14:37:33.799089,1,487,346,1367,1073,927,709,None
20250917-143719,2025-09-17T14:37:33.896844,1,485,345,1365,1072,925,708,None
20250917-143719,2025-09-17T14:37:33.990081,1,488,345,1366,1073,927,709,None
20250917-143719,2025-09-17T14:37:34.193439,1,486,346,1361,1073,923,709,None
20250917-143719,2025-09-17T14:37:34.257672,1,491,345,1361,1073,926,709,None
20250917-143719,2025-09-17T14:37:34.335671,1,487,345,1361,1073,924,709,None
20250917-143719,2025-09-17T14:37:34.422625,1,487,344,1361,1073,924,708,None
20250917-143719,2025-09-17T14:37:34.497245,1,486,345,1361,1073,923,709,None
20250917-143719,2025-09-17T14:37:34.692913,1,484,345,1359,1073,921,709,None
20250917-143719,2025-09-17T14:37:34.761811,1,488,345,1358,1073,923,709,None
20250917-143719,2025-09-17T14:37:34.859305,1,486,345,1357,1073,921,709,None
20250917-143719,2025-09-17T14:37:34.926340,1,485,346,1357,1073,921,709,None
20250917-143719,2025-09-17T14:37:34.994903,1,487,346,1358,1073,922,709,None
20250917-143719,2025-09-17T14:37:35.191089,1,489,346,1361,1073,925,709,None
20250917-143719,2025-09-17T14:37:35.266658,1,488,347,1361,1073,924,710,None
20250917-143719,2025-09-17T14:37:35.364921,1,488,347,1361,1073,924,710,None
20250917-143719,2025-09-17T14:37:35.462929,1,488,348,1361,1073,924,710,None
20250917-143719,2025-09-17T14:37:35.539017,1,487,348,1361,1073,924,710,None
20250917-143719,2025-09-17T14:37:35.728147,1,487,348,1360,1073,923,710,None
20250917-143719,2025-09-17T14:37:35.801556,1,488,347,1359,1073,923,710,None
20250917-143719,2025-09-17T14:37:35.894609,1,484,347,1359,1073,921,710,None
20250917-143719,2025-09-17T14:37:35.998648,1,487,346,1358,1073,922,709,None
20250917-143719,2025-09-17T14:37:36.092188,1,482,346,1357,1073,919,709,None
20250917-143719,2025-09-17T14:37:36.314809,1,480,346,1354,1073,917,709,None
20250917-143719,2025-09-17T14:37:36.399012,1,480,346,1353,1073,916,709,None
20250917-143719,2025-09-17T14:37:36.498009,1,480,353,1354,1073,917,713,None
20250917-143719,2025-09-17T14:37:36.601496,1,482,356,1354,1073,918,714,None
20250917-143719,2025-09-17T14:37:36.698048,1,480,357,1353,1073,916,715,None
20250917-143719,2025-09-17T14:37:36.902297,1,482,361,1354,1073,918,717,None
20250917-143719,2025-09-17T14:37:36.996266,1,484,355,1354,1073,919,714,None
20250917-143719,2025-09-17T14:37:37.094556,1,482,356,1353,1073,917,714,None
20250917-143719,2025-09-17T14:37:37.167132,1,479,353,1354,1073,916,713,None
20250917-143719,2025-09-17T14:37:37.260071,1,478,351,1354,1073,916,712,None
20250917-143719,2025-09-17T14:37:37.462640,1,479,351,1352,1073,915,712,None
20250917-143719,2025-09-17T14:37:37.530926,1,477,349,1353,1073,915,711,None
20250917-143719,2025-09-17T14:37:37.625689,1,475,348,1351,1073,913,710,None
20250917-143719,2025-09-17T14:37:37.703760,1,479,347,1351,1073,915,710,None
20250917-143719,2025-09-17T14:37:37.797600,1,481,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:37.995672,1,480,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:38.065859,1,485,346,1351,1073,918,709,None
20250917-143719,2025-09-17T14:37:38.177029,1,485,345,1351,1073,918,709,None
20250917-143719,2025-09-17T14:37:38.276213,1,481,345,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:38.379294,1,480,347,1351,1073,915,710,None
20250917-143719,2025-09-17T14:37:38.573385,1,479,346,1348,1073,913,709,None
20250917-143719,2025-09-17T14:37:38.666622,1,477,346,1348,1073,912,709,None
20250917-143719,2025-09-17T14:37:38.764807,1,480,345,1348,1073,914,709,None
20250917-143719,2025-09-17T14:37:38.862524,1,479,345,1348,1073,913,709,None
20250917-143719,2025-09-17T14:37:38.934363,1,480,346,1348,1073,914,709,None
20250917-143719,2025-09-17T14:37:39.134704,1,481,347,1348,1073,914,710,None
20250917-143719,2025-09-17T14:37:39.233530,1,488,347,1349,1073,918,710,None
20250917-143719,2025-09-17T14:37:39.332407,1,478,347,1350,1072,914,709,None
20250917-143719,2025-09-17T14:37:39.430135,1,479,346,1350,1072,914,709,None
20250917-143719,2025-09-17T14:37:39.532988,1,481,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:39.735058,1,481,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:39.832559,1,482,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:39.938345,1,481,345,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:40.029823,1,480,347,1351,1073,915,710,None
20250917-143719,2025-09-17T14:37:40.098693,1,480,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:40.302613,1,481,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:40.403239,1,481,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:40.497368,1,484,346,1352,1073,918,709,None
20250917-143719,2025-09-17T14:37:40.602904,1,480,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:40.706057,1,481,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:40.906012,1,481,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:41.011540,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:41.104705,1,478,346,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:41.201826,1,478,346,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:41.290204,1,482,346,1351,1072,916,709,None
20250917-143719,2025-09-17T14:37:41.466670,1,481,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:41.566021,1,480,346,1350,1073,915,709,None
20250917-143719,2025-09-17T14:37:41.663251,1,477,346,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:41.737107,1,480,346,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:41.826814,1,478,346,1350,1072,914,709,None
20250917-143719,2025-09-17T14:37:41.999575,1,481,345,1350,1072,915,708,None
20250917-143719,2025-09-17T14:37:42.095516,1,477,346,1351,1072,914,709,None
20250917-143719,2025-09-17T14:37:42.169217,1,478,346,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:42.265240,1,479,346,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:42.334334,1,480,346,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:42.536379,1,482,346,1351,1072,916,709,None
20250917-143719,2025-09-17T14:37:42.631594,1,480,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:42.741779,1,479,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:42.835853,1,477,345,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:42.931747,1,475,345,1351,1072,913,708,None
20250917-143719,2025-09-17T14:37:43.136883,1,478,346,1351,1072,914,709,None
20250917-143719,2025-09-17T14:37:43.232413,1,480,346,1351,1072,915,709,None
20250917-143719,2025-09-17T14:37:43.331885,1,480,346,1351,1072,915,709,None
20250917-143719,2025-09-17T14:37:43.427010,1,483,346,1351,1072,917,709,None
20250917-143719,2025-09-17T14:37:43.501348,1,483,346,1352,1072,917,709,None
20250917-143719,2025-09-17T14:37:43.697000,1,484,346,1352,1073,918,709,None
20250917-143719,2025-09-17T14:37:43.781591,1,485,347,1352,1072,918,709,None
20250917-143719,2025-09-17T14:37:43.863210,1,481,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:43.932169,1,481,347,1351,1072,916,709,None
20250917-143719,2025-09-17T14:37:44.033500,1,481,346,1352,1072,916,709,None
20250917-143719,2025-09-17T14:37:44.240307,1,484,346,1352,1073,918,709,None
20250917-143719,2025-09-17T14:37:44.337244,1,480,347,1351,1073,915,710,None
20250917-143719,2025-09-17T14:37:44.431232,1,479,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:44.499528,1,480,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:44.604043,1,480,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:44.838172,1,479,348,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:44.936724,1,481,351,1353,1073,917,712,None
20250917-143719,2025-09-17T14:37:45.034758,1,485,356,1353,1073,919,714,None
20250917-143719,2025-09-17T14:37:45.138382,1,484,356,1353,1073,918,714,None
20250917-143719,2025-09-17T14:37:45.229466,1,484,356,1354,1073,919,714,None
20250917-143719,2025-09-17T14:37:45.432515,1,481,351,1355,1073,918,712,None
20250917-143719,2025-09-17T14:37:45.534777,1,479,350,1356,1073,917,711,None
20250917-143719,2025-09-17T14:37:45.627710,1,482,348,1356,1073,919,710,None
20250917-143719,2025-09-17T14:37:45.713490,1,482,348,1356,1073,919,710,None
20250917-143719,2025-09-17T14:37:46.012912,1,480,348,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:46.206359,1,478,348,1350,1073,914,710,None
20250917-143719,2025-09-17T14:37:46.298866,1,477,345,1350,1073,913,709,None
20250917-143719,2025-09-17T14:37:46.395062,1,480,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:46.468599,1,479,345,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:46.569487,1,480,344,1350,1073,915,708,None
20250917-143719,2025-09-17T14:37:46.773233,1,482,344,1351,1072,916,708,None
20250917-143719,2025-09-17T14:37:46.875544,1,482,344,1351,1073,916,708,None
20250917-143719,2025-09-17T14:37:46.967235,1,484,345,1351,1072,917,708,None
20250917-143719,2025-09-17T14:37:47.077416,1,482,344,1351,1072,916,708,None
20250917-143719,2025-09-17T14:37:47.172700,1,480,345,1351,1072,915,708,None
20250917-143719,2025-09-17T14:37:47.382534,1,479,345,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:47.468583,1,475,345,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:47.564216,1,477,345,1351,1073,914,709,None
20250917-143719,2025-09-17T14:37:47.636222,1,476,345,1351,1073,913,709,None
20250917-143719,2025-09-17T14:37:47.746907,1,476,345,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:47.939918,1,475,345,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:48.037547,1,473,345,1352,1073,912,709,None
20250917-143719,2025-09-17T14:37:48.138810,1,475,344,1352,1073,913,708,None
20250917-143719,2025-09-17T14:37:48.234658,1,474,345,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:48.348955,1,475,345,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:48.544651,1,477,345,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:48.639238,1,477,346,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:48.735606,1,474,345,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:48.837198,1,475,345,1351,1073,913,709,None
20250917-143719,2025-09-17T14:37:48.935505,1,476,346,1351,1073,913,709,None
20250917-143719,2025-09-17T14:37:49.138425,1,479,349,1352,1073,915,711,None
20250917-143719,2025-09-17T14:37:49.236316,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:49.337301,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:49.435148,1,484,346,1352,1073,918,709,None
20250917-143719,2025-09-17T14:37:49.536018,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:49.732525,1,485,347,1351,1072,918,709,None
20250917-143719,2025-09-17T14:37:49.805233,1,483,347,1351,1072,917,709,None
20250917-143719,2025-09-17T14:37:49.900891,1,485,347,1352,1072,918,709,None
20250917-143719,2025-09-17T14:37:50.006639,1,485,348,1352,1072,918,710,None
20250917-143719,2025-09-17T14:37:50.100151,1,485,348,1352,1073,918,710,None
20250917-143719,2025-09-17T14:37:50.303035,1,481,347,1352,1072,916,709,None
20250917-143719,2025-09-17T14:37:50.404752,1,484,347,1352,1073,918,710,None
20250917-143719,2025-09-17T14:37:50.502325,1,486,346,1352,1073,919,709,None
20250917-143719,2025-09-17T14:37:50.601179,1,481,347,1352,1072,916,709,None
20250917-143719,2025-09-17T14:37:50.701032,1,479,347,1352,1072,915,709,None
20250917-143719,2025-09-17T14:37:50.902296,1,480,347,1353,1072,916,709,None
20250917-143719,2025-09-17T14:37:51.048073,1,484,347,1352,1073,918,710,None
20250917-143719,2025-09-17T14:37:51.137644,1,488,347,1352,1073,920,710,None
20250917-143719,2025-09-17T14:37:51.235865,1,486,347,1352,1073,919,710,None
20250917-143719,2025-09-17T14:37:51.355694,1,489,347,1353,1073,921,710,None
20250917-143719,2025-09-17T14:37:51.567822,1,490,346,1352,1073,921,709,None
20250917-143719,2025-09-17T14:37:51.645865,1,492,346,1353,1073,922,709,None
20250917-143719,2025-09-17T14:37:51.744278,1,496,347,1352,1073,924,710,None
20250917-143719,2025-09-17T14:37:51.836215,1,488,347,1352,1073,920,710,None
20250917-143719,2025-09-17T14:37:51.940054,1,488,346,1353,1073,920,709,None
20250917-143719,2025-09-17T14:37:52.133961,1,491,347,1353,1073,922,710,None
20250917-143719,2025-09-17T14:37:52.212865,1,481,347,1354,1073,917,710,None
20250917-143719,2025-09-17T14:37:52.305170,1,488,347,1353,1073,920,710,None
20250917-143719,2025-09-17T14:37:52.403912,1,487,347,1353,1073,920,710,None
20250917-143719,2025-09-17T14:37:52.500008,1,484,347,1353,1073,918,710,None
20250917-143719,2025-09-17T14:37:52.706798,1,484,350,1353,1073,918,711,None
20250917-143719,2025-09-17T14:37:52.813007,1,484,355,1354,1073,919,714,None
20250917-143719,2025-09-17T14:37:52.901737,1,488,356,1354,1073,921,714,None
20250917-143719,2025-09-17T14:37:53.002093,1,487,357,1355,1073,921,715,None
20250917-143719,2025-09-17T14:37:53.104611,1,486,355,1355,1073,920,714,None
20250917-143719,2025-09-17T14:37:53.310971,1,482,355,1355,1073,918,714,None
20250917-143719,2025-09-17T14:37:53.408794,1,484,349,1354,1073,919,711,None
20250917-143719,2025-09-17T14:37:53.510413,1,481,351,1354,1073,917,712,None
20250917-143719,2025-09-17T14:37:53.609226,1,483,349,1352,1073,917,711,None
20250917-143719,2025-09-17T14:37:53.702739,1,482,349,1352,1073,917,711,None
20250917-143719,2025-09-17T14:37:53.902744,1,485,348,1352,1073,918,710,None
20250917-143719,2025-09-17T14:37:54.009392,1,489,349,1352,1073,920,711,None
20250917-143719,2025-09-17T14:37:54.108846,1,488,350,1352,1073,920,711,None
20250917-143719,2025-09-17T14:37:54.205192,1,486,350,1352,1073,919,711,None
20250917-143719,2025-09-17T14:37:54.310714,1,486,349,1352,1073,919,711,None
20250917-143719,2025-09-17T14:37:54.512670,1,482,346,1352,1073,917,709,None
20250917-143719,2025-09-17T14:37:54.608135,1,483,347,1353,1073,918,710,None
20250917-143719,2025-09-17T14:37:54.703808,1,483,346,1354,1073,918,709,None
20250917-143719,2025-09-17T14:37:54.799955,1,482,346,1353,1073,917,709,None
20250917-143719,2025-09-17T14:37:54.877976,1,480,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:55.075453,1,478,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:55.171347,1,477,345,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:55.270033,1,477,346,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:55.358109,1,479,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:55.438899,1,477,346,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:55.637509,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:55.736098,1,479,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:55.832254,1,479,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:55.911000,1,480,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:56.011229,1,478,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.204970,1,479,345,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.303827,1,480,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:56.400870,1,479,345,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.470952,1,479,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.557092,1,479,345,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.779233,1,481,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:37:56.891952,1,479,346,1351,1073,915,709,None
20250917-143719,2025-09-17T14:37:56.975794,1,474,346,1352,1073,913,709,None
20250917-143719,2025-09-17T14:37:57.073173,1,476,346,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:57.171085,1,477,346,1352,1073,914,709,None
20250917-143719,2025-09-17T14:37:57.378638,1,479,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:57.471229,1,480,346,1352,1073,916,709,None
20250917-143719,2025-09-17T14:37:57.546512,1,479,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:57.637130,1,478,346,1352,1073,915,709,None
20250917-143719,2025-09-17T14:37:57.703409,1,478,347,1352,1073,915,710,None
20250917-143719,2025-09-17T14:37:57.905850,1,477,347,1352,1073,914,710,None
20250917-143719,2025-09-17T14:37:58.006580,1,479,347,1353,1073,916,710,None
20250917-143719,2025-09-17T14:37:58.104774,1,478,348,1354,1073,916,710,None
20250917-143719,2025-09-17T14:37:58.203069,1,479,347,1353,1073,916,710,None
20250917-143719,2025-09-17T14:37:58.282418,1,480,347,1352,1073,916,710,None
20250917-143719,2025-09-17T14:37:58.471134,1,477,347,1352,1073,914,710,None
20250917-143719,2025-09-17T14:37:58.540756,1,475,347,1352,1073,913,710,None
20250917-143719,2025-09-17T14:37:58.638161,1,477,347,1352,1073,914,710,None
20250917-143719,2025-09-17T14:37:58.735838,1,479,348,1353,1073,916,710,None
20250917-143719,2025-09-17T14:37:58.806924,1,479,353,1352,1073,915,713,None
20250917-143719,2025-09-17T14:37:59.003682,1,477,357,1351,1073,914,715,None
20250917-143719,2025-09-17T14:37:59.076915,1,474,357,1352,1073,913,715,None
