session_id,timestamp,visitor_id,x1,y1,x2,y2,cx,cy,zone
,2025-09-17T15:19:32.201398,1,180,134,443,357,311,245,None
,2025-09-17T15:19:32.201398,1,180,134,443,357,311,245,None
,2025-09-17T15:19:32.255950,1,180,134,443,358,311,246,None
,2025-09-17T15:19:32.255950,1,180,134,443,358,311,246,None
,2025-09-17T15:19:32.301001,1,179,133,444,358,311,245,None
,2025-09-17T15:19:32.301001,1,179,133,444,358,311,245,None
,2025-09-17T15:19:32.351905,1,180,132,443,358,311,245,None
,2025-09-17T15:19:32.351905,1,180,132,443,358,311,245,None
,2025-09-17T15:19:32.391875,1,178,133,443,357,310,245,None
,2025-09-17T15:19:32.391875,1,178,133,443,357,310,245,None
,2025-09-17T15:19:32.431138,1,178,132,444,357,311,244,None
,2025-09-17T15:19:32.431138,1,178,132,444,357,311,244,None
,2025-09-17T15:19:32.469501,1,178,132,443,358,310,245,None
,2025-09-17T15:19:32.469501,1,178,132,443,358,310,245,None
,2025-09-17T15:19:32.513672,1,178,132,443,357,310,244,None
,2025-09-17T15:19:32.513672,1,178,132,443,357,310,244,None
,2025-09-17T15:19:32.565615,1,178,132,443,358,310,245,None
,2025-09-17T15:19:32.565615,1,178,132,443,358,310,245,None
,2025-09-17T15:19:32.605014,1,177,133,444,358,310,245,None
,2025-09-17T15:19:32.605014,1,177,133,444,358,310,245,None
,2025-09-17T15:19:32.642742,1,174,133,444,358,309,245,None
,2025-09-17T15:19:32.642742,1,174,133,444,358,309,245,None
,2025-09-17T15:19:32.694347,1,173,132,443,357,308,244,None
,2025-09-17T15:19:32.694347,1,173,132,443,357,308,244,None
,2025-09-17T15:19:32.738630,1,173,133,444,357,308,245,None
,2025-09-17T15:19:32.738630,1,173,133,444,357,308,245,None
,2025-09-17T15:19:32.794113,1,173,133,444,357,308,245,None
,2025-09-17T15:19:32.794113,1,173,133,444,357,308,245,None
,2025-09-17T15:19:32.846389,1,172,133,443,357,307,245,None
,2025-09-17T15:19:32.846389,1,172,133,443,357,307,245,None
,2025-09-17T15:19:32.892101,1,173,133,443,357,308,245,None
,2025-09-17T15:19:32.892101,1,173,133,443,357,308,245,None
,2025-09-17T15:19:32.944055,1,172,133,444,357,308,245,None
,2025-09-17T15:19:32.944055,1,172,133,444,357,308,245,None
,2025-09-17T15:19:32.994594,1,173,132,444,357,308,244,None
,2025-09-17T15:19:32.994594,1,173,132,444,357,308,244,None
,2025-09-17T15:19:33.031163,1,171,132,444,357,307,244,None
,2025-09-17T15:19:33.031163,1,171,132,444,357,307,244,None
,2025-09-17T15:19:33.070774,1,170,132,444,357,307,244,None
,2025-09-17T15:19:33.070774,1,170,132,444,357,307,244,None
,2025-09-17T15:19:33.112261,1,169,132,444,357,306,244,None
,2025-09-17T15:19:33.112261,1,169,132,444,357,306,244,None
,2025-09-17T15:19:33.158414,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.158414,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.204884,1,168,132,444,357,306,244,None
,2025-09-17T15:19:33.204884,1,168,132,444,357,306,244,None
,2025-09-17T15:19:33.249617,1,170,132,443,357,306,244,None
,2025-09-17T15:19:33.249617,1,170,132,443,357,306,244,None
,2025-09-17T15:19:33.290719,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.290719,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.335489,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.335489,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.375785,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.375785,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.416748,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.416748,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.460026,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.460026,1,167,132,443,357,305,244,None
,2025-09-17T15:19:33.495381,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.495381,1,168,132,443,357,305,244,None
,2025-09-17T15:19:33.532814,1,167,132,443,358,305,245,None
,2025-09-17T15:19:33.532814,1,167,132,443,358,305,245,None
,2025-09-17T15:19:33.582877,1,166,132,444,357,305,244,None
,2025-09-17T15:19:33.582877,1,166,132,444,357,305,244,None
,2025-09-17T15:19:33.627153,1,168,132,444,358,306,245,None
,2025-09-17T15:19:33.627153,1,168,132,444,358,306,245,None
,2025-09-17T15:19:33.669912,1,164,133,444,358,304,245,None
,2025-09-17T15:19:33.669912,1,164,133,444,358,304,245,None
,2025-09-17T15:19:33.724719,1,164,133,444,358,304,245,None
,2025-09-17T15:19:33.724719,1,164,133,444,358,304,245,None
,2025-09-17T15:19:33.776600,1,164,132,443,357,303,244,None
,2025-09-17T15:19:33.776600,1,164,132,443,357,303,244,None
,2025-09-17T15:19:33.830904,1,164,132,443,358,303,245,None
,2025-09-17T15:19:33.830904,1,164,132,443,358,303,245,None
,2025-09-17T15:19:33.876450,1,163,133,444,358,303,245,None
,2025-09-17T15:19:33.876450,1,163,133,444,358,303,245,None
,2025-09-17T15:19:33.924748,1,163,133,444,358,303,245,None
,2025-09-17T15:19:33.924748,1,163,133,444,358,303,245,None
,2025-09-17T15:19:33.969401,1,164,133,444,358,304,245,None
,2025-09-17T15:19:33.969401,1,164,133,444,358,304,245,None
